Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\CW\CW_PP_55_Das\CW_PP_55_Das_01_Slot1-01_1_12599.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_02_Slot1-02_1_12600.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_03_Slot1-03_1_12601.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_04_Slot1-04_1_12602.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_05_Slot1-05_1_12603.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_06_Slot1-06_1_12604.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_07_Slot1-07_1_12605.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_08_Slot1-08_1_12606.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_09_Slot1-09_1_12607.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_10_Slot1-10_1_12608.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_11_Slot1-11_1_12609.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_12_Slot1-12_1_12610.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_13_Slot1-13_1_12611.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_14_Slot1-14_1_12612.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_15_Slot1-15_1_12613.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_16_Slot1-16_1_12614.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_17_Slot1-17_1_12615.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_18_Slot1-18_1_12616.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_19_Slot1-19_1_12617.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_20_Slot1-20_1_12618.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_21_Slot1-21_1_12619.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_22_Slot1-22_1_12620.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_23_Slot1-23_1_12621.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_24_Slot1-24_1_12622.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_25_Slot1-25_1_12623.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_26_Slot1-26_1_12624.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_27_Slot1-27_1_12625.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_28_Slot1-28_1_12626.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_29_Slot1-29_1_12627.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_30_Slot1-30_1_12628.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_31_Slot1-31_1_12629.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_32_Slot1-32_1_12630.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_33_Slot1-33_1_12631.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_34_Slot1-34_1_12632.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_35_Slot1-35_1_12633.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_36_Slot1-36_1_12634.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_37_Slot1-37_1_12635.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_38_Slot1-38_1_12636.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_39_Slot1-39_1_12637.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_40_Slot1-40_1_12638.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_41_Slot1-41_1_12639.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_42_Slot1-42_1_12640.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_43_Slot1-43_1_12641.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_44_Slot1-44_1_12642.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_45_Slot1-45_1_12643.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_46_Slot1-46_1_12644.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_47_Slot1-47_1_12645.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_48_Slot1-48_1_12646.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_49_Slot1-49_1_12709.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_50_Slot1-50_1_12710.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_51_Slot1-51_1_12663.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_52_Slot1-52_1_12664.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_53_Slot1-53_1_12665.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_54_Slot1-54_1_12666.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_55_Slot1-55_1_12667.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_56_Slot1-56_1_12668.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_57_Slot1-57_1_12669.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_58_Slot1-58_1_12670.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_59_Slot1-59_1_12671.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_60_Slot1-60_1_12672.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_61_Slot1-61_1_12673.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_62_Slot1-62_1_12674.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_63_Slot1-63_1_12675.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_64_Slot1-64_1_12676.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_65_Slot1-65_1_12677.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_66_Slot1-66_1_12678.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_67_Slot1-67_1_12679.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_68_Slot1-68_1_12680.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_69_Slot1-69_1_12681.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_70_Slot1-70_1_12682.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_71_Slot1-71_1_12683.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_72_Slot1-72_1_12684.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_73_Slot1-73_1_12685.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_74_Slot1-74_1_12686.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_75_Slot1-75_1_12687.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_76_Slot1-76_1_12688.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_77_Slot1-77_1_12689.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_78_Slot1-78_1_12690.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_79_Slot1-79_1_12691.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_80_Slot1-80_1_12692.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_81_Slot1-81_1_12693.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_82_Slot1-82_1_12694.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_83_Slot1-83_1_12695.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_84_Slot1-84_1_12696.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_85_Slot1-85_1_12697.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_86_Slot1-86_1_12698.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_87_Slot1-87_1_12699.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_88_Slot1-88_1_12700.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_89_Slot1-89_1_12701.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_90_Slot1-90_1_12702.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_91_Slot1-91_1_12703.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_92_Slot1-92_1_12704.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_93_Slot1-93_1_12705.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_94_Slot1-94_1_12706.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_95_Slot1-95_1_12707.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_96_Slot1-96_1_12708.d
A4D0V7	A4D0V7;A4D0V7-2	CPED1_HUMAN	CPED1	Cadherin-like and PC-esterase domain-containing protein 1				1004.01		909.006		926.006			1258.01		1264.01				779.006						468.004	1113.01																					853.005		513.003					433.003										552.003								376.002	269.002				400.002				383.002																	
A4D126;A4D126-2	A4D126;A4D126-2	ISPD_HUMAN	CRPPA	D-ribitol-5-phosphate cytidylyltransferase	6046.36	4033.45	6206.12	4495.02	4377.41	6212.03	7239.05	5511.14	4181.01	5363.66	6938.97	4766.1	6393.93	6441.17	6845.21	7723.36	7170.24	7395.74	7262.71	8357.81	7938.44	5663.27	6974.58	5659.57	4104.34	4442.3	5121.88	5073.33	3889.95	4557.33	4742.64	5201.91	4079.02	4472.54	3077.33	2942.9	4431.19	3675.78	4777.53	4237.69	4561.01	4431.5	5323.82	4073.26	4939.78	4660.42	5329.42	3160.38	5307.31	6808.1	8030.77	5787.56	5950.38	5357.61	4720.01	5415.05	5618.01	4015.48	5332.35	4682.82	6201.2	4971.14	6865.58	4919.07	6133.04	5715.04	7030.01	6084.48	6139.61	6010.5	4732.69	4837.17	4401.28	5152.5	5963.99	5344.43	6594.35	4502.84	5949.02	6093.03	6276.69	5874.8	4334.7	5214.23	5221.88	4852.83	4880.42	4683.64	5487.45	6258.01	6367.88	5756.66	5198.62	5757.01	3783.7	4558.48
A4D1E9	A4D1E9;A4D1E9-2	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10						1662.75			1694.78		2530.52		2095.18	1408.78		2620.03	1531.3	1273.18	1939.02	1678.72	2268.22	1573.78	2215.05	1625.82			726.543				1066.79			1518.78			1235.06				1359.77	1040.47				1340.97	1029.39			1327.87	1566.65	622.004	1374.46	1282.73	990.078		1747.32	1203.48		965.325	792.062	867.774	1381.03		1541.9	1406.49	1230.32	1596.1	1138.61	1421.81	972.606		602.783	834.286	1304.57		1547.02	1172.08	1927.74	1619.07	1621.98	1075.98				1043.82	821.183	1465.95	1195.37		1472.01	974.061		1093.45		1335.15
A4D1P6;A4D1P6-2	A4D1P6;A4D1P6-2;A4D1P6-3	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	2803.04		3586.24		2175.86	5720.55		3213.69	4696.76			4095.13	6052.97	5196.41	3059.55	5587.98	4904.78	2692.18	3077.39	3042.89	4948.83	3011.15	4155.53	3417.24	3118.78		2317.56	2405.58		2548.15	2590.88	2368.44	2681.3	3039.58	2974.14	3159.65	2382.16	2702.92	3667.72	2468.04	2650.55	3068.39	3133.94	2802.38	2937.47	1680.62	2261.49	2077.85	2006.85	3765.5	3080.12	2809.78	2769.08	3085.83	2082.92	3528.62	2369.1	2470.88	2436.35	2534.9	3070.88	2581.6	4129.19	3404.65	3320.56	4192.1	3160.61	2960.26	3252.95	2690.88	2806.43	2271.96	2313.57	2854.64	2821.56	3080.41	2982.1	2124.01	2907.53	3256.47	3226.3	3462.58	3072.41	2708.32	2036.64	2839.62	2462.81	2927.66	2435	2545.16	3465.53	3107.24	3424.11	2524.08	2322.76	2370.7
A5A3E0;P0CG38;P0CG39;P60709;P63261	Q6S8J3;P63261;P68133;P62736;P68032;P60709;P63267;P63267-2;A5A3E0;P0CG38;P0CG39	ACTB_HUMAN;ACTG_HUMAN;POTEF_HUMAN;POTEI_HUMAN;POTEJ_HUMAN	ACTB;ACTG1;POTEF;POTEI;POTEJ	POTE ankyrin domain family member F	41733.3	99112.6	37404.2	18704.1	42386.3	37487.2	125262	22864.1	9331.06	24206.2	25067.1	11021.1	9385.07	34059.2	21744.1	20379.1	45572.3	32031.2	59306.4	42135.2	131002	240414	20113.1	14026.1	30666.2	38101.2	20991.1	23844.2	259146	35190.2	54642.4	79552.4	99662.6	48609.3	22595.1	101264	49324.3	60106.4	25130.1	19008.1	77599.4	84184.6	43511.3	29263.2	59031.3	368317	105352	74987.4											1070.01		1043.01		1023.01					840.005						805.005												1242.01				1196.01						
A5A3E0;P0CG38;P0CG39;P60709;P63261;Q9BYX7	Q6S8J3;P63261;Q9BYX7;P60709;A5A3E0;P0CG38;P0CG39	ACTBM_HUMAN;ACTB_HUMAN;ACTG_HUMAN;POTEF_HUMAN;POTEI_HUMAN;POTEJ_HUMAN	ACTB;ACTG1;POTEF;POTEI;POTEJ;POTEKP	POTE ankyrin domain family member F	73491.8	53985.2	29688.6	54780	43320.7	30382.6	56480.5	57588.3	44620.4	59419.5	22680.6	40389.7	82059.1	69938.7	85726.6	56794.4	46355.5	48610	57671.4	69429	79999.1	63419	115378	64093.4	34580.1	31945.1	51917.8	42482.2	27455.8	51085.1	57793.9	61381.1	51307.1	63718.9	43071.8	30603.1	36534.2	47459.5	50743.1	47011.9	53868.6	40205.5	36428.1	47240	43553.9	43095.3	46836.5	18290.4	44090.4	45892.9	68837	38784.1	44114.2	34350.1	36129.8	51663	45447.9	37818.4	44060.7	41843.8	33193.9	37578.6	57485.5	49176.3	50996.5	57356.4	49055	47513.8	43511.3	57196.7	39649.6	42341.1	27153	37457.9	46685	42139.9	61855.2	39729.8	56909.7	47656.9	48448.1	48577.4	44808.2	42304.2	35224.2	41710.4	36725.4	38747.8	48590.6	51275	59029	51527.6	70185.3	53282.9	40143.5	37453.2
A5A3E0;P60709;P63261;Q562R1;Q9BYX7	Q6S8J3;P63261;P68133;P62736;Q9BYX7;P68032;Q562R1;P60709;P63267;P63267-2;A5A3E0	ACTBL_HUMAN;ACTBM_HUMAN;ACTB_HUMAN;ACTG_HUMAN;POTEF_HUMAN	ACTB;ACTBL2;ACTG1;POTEF;POTEKP	POTE ankyrin domain family member F	82297.9	56991.6	106986	42583.4	63934.7	124468	83898.8	116418	106821	109817	110377	93533	120673	115814	136193	138040	138611	144552	132337	130889	129401	123832	93974.1	81223.8	58611.7	78094.8	86545.9	82769.9	69890.8	87889.9	91844	78428.8	74613.7	101995	54444.6	50827.6	93935.1	100653	91866.1	82905.8	98347.1	101151	91233	83569.8	108524	91566.9	100630	39951.4	52255.5	67671.7	101574	77251.7	90856.9	71718.8	62293.7	86947.9	84848.9	55150.5	69687.7	65709.7	72421.7	75401.8	105112	73987.8	96890	82838.9	73154.8	71107.8	78559.8	78285.8	77434.9	70992.7	55497.5	71023.8	85744.9	61470.6	91320	53556.6	76818.8	80944.8	86445.9	87274.9	68216.8	58567.5	48960.5	62431.6	62367.7	56243.5	62085.6	63547.7	62935.6	50026.5	67355.7	57673.6	47980.5	52287.6
A5YKK6	A5YKK6;A5YKK6-2	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	15786.3	15628.9	20231.3	14906.5	15945.8	23168.4	15629.7	17139	15306.2	15096.7	16164	21074.5	24979.7	18450	20920.6	23060.4	22865.3	23814.7	21704.5	21183.2	23805.6	18179.1	19221.5	27358	12180.4	13929.4	11535.2	12247.1	12817.3	15567	14234.8	13015.9	13511.1	13395.9	15183.8	14255.7	14078.8	11605.5	11624.5	12267	13283.7	13635.7	14026.4	12171.9	14220.4	10555.3	14233.6	12505.2	13477.7	15048	15340.5	15068.9	13755.2	14377.9	14526	13560.7	14625.3	14452.5	14781.8	13942.7	14564.3	13505	15320.2	15110.6	14146	16007.9	14630.9	14327.6	14094.3	14662.4	14710.9	13770.3	12244.6	12489.9	12330.8	12817	14490	13615.6	14311	13938.1	14783.7	13771	13904.7	13295.4	12010	12992.8	13908.7	12587.1	12910.6	14300.5	14407.3	14641.7	14744.5	13410.1	12013.8	12186.2
A6NDG6	A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	34203.3	29064.4	25239.4	21928.3	23972.2	30072.3	30316.8	26683.8	29928.3	27447.3	34188.8	19248.3	22658.7	29110	35529.2	34231.6	39426.4	36062.8	37634	38071.3	37948.1	34634.8	37829.6	27951.4	17666.1	24262.3	20364.1	24680.1	20127.1	22222.5	22523.8	19514.9	21162.6	22506.6	20538.5	15239.4	18817.8	25460	23132.4	16986.3	19591.5	23745	25028	26071.6	22364.7	22496	24934.1	15407.1	14644.3	21933.6	21414.6	19256.3	21559.4	17512.4	14030.2	20016.5	16628	13817.2	15495	14712.6	15723.7	16036.2	20504.2	17715.3	20387.3	19617.4	14546	15350	18136.2	17617.8	16054.5	15655.4	14172.2	16640.5	18365.9	15786.4	21103.2	13132.7	16954.8	18651.1	16746.8	17482.1	17230.4	16218.7	12918.4	17289.3	16371.8	16807.8	14830.2	18727.7	17785.4	19198.6	17693.7	15664.6	13873.8	17569.7
A6NDU8	A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1	4093.71	6171.83		3663.47		2751.86	4022.72	5255.37	4398.68			5286.74	5831.35	5034.27	6667.51	6209.19	6614.91	6816.03	5544.51	7776.22	6369.08	6408.69	7224.19	6152.04	2386.56	2906.6	3801.41	3647.59	2506.13	3514.53	3162.95	3978.42	2138.75	4513.1	4163.25	3213.01	3433.96	5052.68	4011.38	5031.92	3847.79	4751.15	4168.86	4089.5	3872.21	4037.86	3471.16	2535.49	7317.52	9574.32	8534.06	7604.04	6586.91	7484.4	6178.71	7243.92	7882.37	7308.62	6866.7	7634.56	8406.06	7530.79	7619.01	9115.32	8242.81	7082.75	6616.82	8214.87	8489.08	7154.18	7870.17	7403.83	4664.48	6044.51	6974.94	8072.81	9621.93	5986.55	8130.18	6586.89	7880.1	6993.67	6808.11	6010.96	5995.09	6031.08	6920.42	7821.34	6096.16	7291.35	6653.09	6478.68	6997.33	6123.27	5821.74	5634.96
A6NEC2;P55786	A6NEC2;P55786	PSAL_HUMAN;PSA_HUMAN	NPEPPS;NPEPPSL1	Puromycin-sensitive aminopeptidase-like protein	11300.9	8740.99	12699.8	11050.9	8403.19	13831.8	9573.62	13744.7	14488.6	15376.8	13605.8	14568.1	14561.3	11507.7	13192.3	12985.2	11889.5	15333.7	12835.8	11604.1	13902.1	11422.3	10252.9	15659.5	9472.5	11090.6	11201.7	10820.9	10977.7	11298.8	10351.7	9548.86	9636.19	13204.5	13076.5	10449.6	11862.8	10609.4	10747.1	11590.1	11829.8	11302.9	11764.8	10832.2	12086.4	8871.08	12543.1	9116	11337.2	12421.4	12552.6	10961.6	12375.8	12702.4	10978.6	11668.4	11770.5	9802.36	11272.9	10548.2	12956.3	12747.1	14580.6	12687.9	14026.5	13830	12603.4	12757.6	12890.7	12035.3	12317.8	10725	10375.2	11888.7	12969.8	12694.5	13604.2	10766.9	13719.6	12905.1	14127.8	12481	11460	11236.6	10428.8	12226.8	12207.1	11533.1	13336.6	13289.9	15047.2	12197.1	13351.6	12082.6	9386.43	10192.4
A6NFQ2;A6NFQ2-2;A6NFQ2-3	A6NFQ2;A6NFQ2-2;A6NFQ2-3	TCAF2_HUMAN	TCAF2	TRPM8 channel-associated factor 2	1896.13												2739.93	1462.71	1859.54	2884.74	2611.73	2501.62	1403.66	2818.73	1995.5	1635.69	1848.08	2389.7		2152.26	1952.84		1291.64		2299.77	2160.42	1645.69	2621.72	1799.07		1637.25	1335.57	1609.74	1745.25	1733.72	2267.09	1857.69	1413.69	1895.17		1835.55	1832.7	1894.21	1998	2231.11	1843.74	2073.7	2177.09	1973.23	2054.71		1754.86	1816.24	1370.44	2515.04	1868.89	2350.71	1877.34	2209.17	2250.76	1852.2	1985.94	1789.49	2013	2305.92	2913.01	2662.06	1491.17	1197.46	1816.37	1762		1904.69	1795.41	2050.86		2283.75		1846.76	2304.08	2591.88		1898.72		2369.9	2156.74	2830.26	2137.38	2126.78	
A6NHJ4;A6NK53;O43345-2;O75437;P51522;P51522-2;P52742;P52742-2;Q3ZCX4;Q3ZCX4-2;Q5HY98;Q6PDB4;Q6ZN08;Q7Z7L9;Q9HCG1	Q6ZN19;Q6ZN19-2;Q6ZN19-3;Q86XN6;Q76KX8;Q76KX8-2;Q5VIY5;Q5VIY5-2;Q3ZCX4;Q3ZCX4-2;Q02386;P17038;P17038-2;P17035;P17035-2;Q96MR9;Q8NB50;Q8NB50-2;Q8NB50-3;O75820;O75820-2;O75820-3;O75820-4;Q99676;O43309;O43309-2;B4DU55;Q8NEM1;P0DKX0;Q3SXZ3;Q3SXZ3-2;Q9UII5;Q7L2R6;P51522;P51522-2;Q9HBT7;A2RRD8;Q86Y25;Q5VV52;Q5VV52-3;Q5JVG2;Q5JVG2-2;Q5JVG2-3;Q6ZMW2;Q8N823;Q8N823-2;Q5SXM1;Q6ZR52;Q6ZR52-2;Q96JC4;Q6ZNA1;Q8NF99;O14709;O75437;Q6PDB4;B4DX44;Q6ZMV8;Q96LX8;Q9P2F9;Q96N22;Q96N22-2;Q14584;Q8NHY6;Q8TF39;Q6ZN08;Q96SE7;Q96SE7-2;B4DXR9;Q9NQX6;Q4V348;Q86TJ5;Q7Z3V5;O95780;O95780-2;O95780-3;Q2M3W8;Q2M3W8-2;Q2M3W8-3;Q14590;Q14590-2;A8MUV8;O14628;O14628-4;O14628-5;O14628-6;O14628-7;Q96PE6;Q9UEG4;Q03938;Q8IWY8;Q8IWY8-2;Q8IWY8-4;Q16587;Q16587-2;Q16587-3;Q16587-4;Q15937;Q03924;Q8TAQ5;Q8TAQ5-2;Q9UL36;Q9UL36-2;P0CJ79;Q8N988;Q8N988-2;P17040;P17040-2;P17040-3;A6NK53;Q9BX82;Q8WV37;Q8WV37-2;Q8WV37-3;P17019;Q8WXB4;Q5JVG8;Q5JVG8-2;O75373;O43361;Q8N4W9;Q8N4W9-2;Q15928;Q6P280;Q96N38;Q96N38-2;Q96N38-3;Q8TBZ5;Q9H7R5;Q9HCL3;Q8IYN0;Q8IZ26;Q7L945;Q96IR2;Q2M3X9;Q2M3X9-2;Q8N972;P0DPD5;Q3MIS6;Q3MIS6-2;O43345;O43345-2;Q6P9G9;Q8TF20;Q8TF20-2;P17026;P10073;P0CB33;P51815;P51815-2;Q3KP31;Q3KP31-2;Q6AZW8;O15090;Q8N9F8;Q08AN1;Q9Y2Q1;Q9Y2Q1-2;Q9Y2Q1-3;Q9Y2Q1-4;Q14593;Q14593-2;Q8N8C0;Q8N8C0-2;Q86XU0;A6NNF4;Q8NDQ6;Q8NDQ6-2;Q8NDQ6-4;Q8IYB9;Q9P255;Q9NV72;Q9NV72-2;Q9H8G1;Q96CX3;Q96CX3-2;Q05481;Q05481-2;Q03936;Q03936-2;Q03936-3;A6NK75;Q96H40;Q2VY69;Q14586;Q9HCG1;Q8N859;Q68DY1;Q68DY1-2;P17097;P17097-2;P35789;P35789-2;P35789-3;Q96RE9;Q96RE9-2;Q96RE9-3;Q96RE9-4;Q9Y473;O75346;O75346-2;A6NHJ4;Q5JNZ3;Q6ZN57;Q53GI3;Q0VGE8;Q8IW36;Q8TB69;Q86UE3;P52742;P52742-2;P52742-3;P52742-4;Q96NI8;Q96NI8-2;Q6ZNG1;Q03923;Q03923-2;Q7Z7L9;Q8N7Q3;P17022;P17022-2;Q9P2J8;Q9P2J8-2;Q86V71;A6NP11;Q8TF32;Q8N8J6;Q8N8J6-2;Q8N8J6-3;Q9H5H4;Q5HY98;A8MTY0;P52744;P52744-2;Q8TD23;Q09FC8;Q09FC8-2;Q09FC8-3;Q09FC8-4;Q09FC8-5;Q09FC8-6;O95600	ZN135_HUMAN;ZN160_HUMAN;ZN208_HUMAN;ZN233_HUMAN;ZN254_HUMAN;ZN568_HUMAN;ZN766_HUMAN;ZN860_HUMAN;ZN880_HUMAN;ZNF66_HUMAN;ZNF83_HUMAN;ZSCA2_HUMAN	ZNF135;ZNF160;ZNF208;ZNF233;ZNF254;ZNF568;ZNF66;ZNF766;ZNF83;ZNF860;ZNF880;ZSCAN2	Zinc finger protein 860	38792.3					47044.3		23781.2	29131.2						32897.2	5693.04	26148.2				2192.02	24626.2	12841.1	15762.1						9491.06	10593.1	1955.01		9020.05			6884.04		11097.1			6678.04			7688.05	9467.07			18592.1	17249.1	14123.1	10859.1	12345.1	1387.01	10393.1	4968.03	9509.05		6980.04	5218.03	3544.02	7042.05	10038.1	10633.1		7775.05	11868.1	6790.04	11454.1	13138.1		10659.1	2685.02	12232.1	10319.1	11661.1	10367.1	10938.1	13752.1		7636.05	11715.1	13987.1	10931.1	4815.03	10676.1	6998.04	12893.1	17911.1	16519.1	17949.1	14223.1			13715.1	14911.1
A6NHJ4;Q8NCK3	Q86XN6;Q5VIY5;Q5VIY5-2;P17035;P17035-2;Q8NB50;Q8NB50-3;Q9UJW7;Q9UJW7-2;Q9Y5A6;Q8NCK3;Q8NCK3-2;Q9H963;Q8N782;Q7L2R6;Q96NL3;A2RRD8;Q6ZN06;P0CJ79;Q8N4W9;Q8N4W9-2;Q96IR2;Q9NV72;Q9NV72-2;Q05481;Q05481-2;Q9P0L1;A6NHJ4;Q96N58;Q0VGE8	ZN485_HUMAN;ZN860_HUMAN	ZNF485;ZNF860	Zinc finger protein 860	39034.3	37904.2	5599.04	35424.2	32248.2	43796.3		23627.2	31309.2	29898.2	8712.06	29978.2	35356.2	19399.1	34448.2	5259.03		31918.2	19933.1	21505.1		23312.2	12772.1		8788.06	3500.02	12865.1	12414.1			11407.1		6248.04	9683.06	4781.03			6984.04	11095.1	5707.04		7024.05	6615.05	6820.05	7840.05	10503.1	5907.04				14525.1									5326.03					14727.1				11830.1				2552.01		10455.1				14472.1	12044.1		12321.1				11000.1	8358.06							12268.1		
A6NHL2;A6NHL2-2	A6NHL2;A6NHL2-2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3								2325.72		2078.73			3804.95	2757.91	3565.85	3863.12	3910.38	4161.63	4178.98	4364.3	3920.88	2937.23	3763.28	4309.18		1705.29		2138.28	1787.65	1934.47			2041.83	1724.01		2920.65	3174.31		1443.22	2263.7	2215.7		2447.96	2276.82	2730.12		2020.35				2963.43	1974.26		2345.07		2388.88	2167.82		2659.29	2677.17			1924.06		3074.47	2381.75		2406.2	1846.92	2311.46		2437.78			2084.28	1363.36	2473.43		2372.58																	
A6NHL2;A6NHL2-2;P68366;P68366-2;Q9BQE3	Q71U36;Q71U36-2;A6NHL2;A6NHL2-2;P68366;P68366-2;P68363;P68363-2;Q9BQE3	TBA1C_HUMAN;TBA4A_HUMAN;TBAL3_HUMAN	TUBA1C;TUBA4A;TUBAL3	Tubulin alpha chain-like 3	154230	142303	102304	196010	99222	127736	117837	97923.4	191468	190956	160109	222128	250469	130067	190778	184686	179338	196492	108048	85709.1	156736	85455.2	135825	181231	67690.1	67567.9	63249.4	42516	59663.5	53111.5	79675	44702.2	46320.1	42508.3	67988.8	22154.5	52957.8	43070.3	66487.3	48985.4	46282.6	60163.3	78525.8	50419.1	71248.5	58298.2	72769.5	42440.3	1914.5	22166.5	6575.81	40115.8	36635.7	4585.75	35264.2		51790.6	30721.2		40184.4	38435.7	43595.9	27481	31441.2	46287.4	52133.4	29932.6	47899	36755.6	38590	23949.5	38212.9		40698.7				26898.2	34012.7		30601.1	24909.5	29469.7	33292.7						30172.6	40390.1	6465.39	4322.13	4328.69	5396.66	
A6NHQ2	A6NHQ2	FBLL1_HUMAN	FBLL1	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	25524.2										43971.3	28889.2			37756.3				38680.3			31102.2											16257.1	19082.1			19400.1			15151.1					21439.2	17162.1								20263.2			19443.1		18772.1				23074.2				17974.1					16756.1	13362.1				22136.2	17459.1		20803.2										16864.1						
